id,collector,location,timestamp,gender,age_group,occupation,venue_preference,price_influence,satisfaction,amenities_importance,service_quality,value_for_money,visit_frequency,annual_spending,recommendation_score
3770,Surveyor A,Practice Course A,2023-10-29 00:49:00,Male,26-35 years old,Technical Professional,"Resort course,Member club",4,5,1,4,4,Several times per year,8655,8
3771,Surveyor A,Member Golf Club C,2023-10-29 00:50:00,Male,56-65 years old,Engineer,"Public course,Member club",4,1,1,2,5,2-3 times per month,21347,7
3772,Surveyor D,Member Golf Club C,2023-10-29 00:51:00,Male,26-35 years old,Doctor,"Resort course,Public course,Practice course",2,5,5,4,1,Several times per year,27053,2
3773,Surveyor E,Member Golf Club C,2023-10-29 00:52:00,Male,36-45 years old,Business Executive,"Practice course,Resort course,Public course",1,4,5,3,4,2-3 times per month,7492,2
3774,Surveyor E,Member Golf Club C,2023-10-29 00:53:00,Female,56-65 years old,Business Executive,"Public course,Resort course,Member club",3,5,3,3,5,Once a month,17304,4
3775,Surveyor D,Member Golf Club C,2023-10-29 00:54:00,Male,18-25 years old,Engineer,Practice course,3,1,3,2,5,2-3 times per month,44280,9
3776,Surveyor B,Public Golf Course D,2023-10-29 00:55:00,Male,18-25 years old,Retiree,Resort course,4,3,1,1,5,Several times per year,36403,9
3777,Surveyor A,Practice Course A,2023-10-29 00:56:00,Male,65+ years old,Freelancer,"Member club,Public course",3,4,4,2,5,Several times per year,46542,8
3778,Surveyor C,Practice Course B,2023-10-29 00:57:00,Female,46-55 years old,Teacher,Practice course,2,2,1,1,5,Once a month,42118,5
3779,Surveyor A,Practice Course B,2023-10-29 00:58:00,Male,36-45 years old,Engineer,"Resort course,Public course",1,1,1,3,3,Once a week,15882,7
3780,Surveyor D,Resort Golf Course E,2023-10-29 00:59:00,Female,18-25 years old,Retiree,"Resort course,Member club,Public course",2,2,3,5,2,Once a month,42424,9
3781,Surveyor A,Public Golf Course D,2023-10-29 01:00:00,Female,26-35 years old,Civil Servant,"Resort course,Public course,Member club",5,3,5,5,2,2-3 times per month,13511,3
3782,Surveyor C,Practice Course A,2023-10-29 01:01:00,Female,18-25 years old,Teacher,"Practice course,Resort course,Member club",4,2,3,4,5,Several times per year,25699,4
3783,Surveyor E,Member Golf Club C,2023-10-29 01:02:00,Female,18-25 years old,Lawyer,Member club,3,1,3,2,4,2-3 times per month,26178,2
3784,Surveyor D,Member Golf Club C,2023-10-29 01:03:00,Female,18-25 years old,Teacher,"Practice course,Member club,Resort course",5,1,3,2,1,Once a month,22821,9
3785,Surveyor B,Practice Course B,2023-10-29 01:04:00,Male,26-35 years old,Doctor,"Practice course,Member club",3,3,1,5,5,Once a week,21415,7
3786,Surveyor A,Practice Course B,2023-10-29 01:05:00,Male,36-45 years old,Freelancer,"Practice course,Public course,Resort course",1,1,4,1,1,Once a quarter,5714,6
3787,Surveyor A,Public Golf Course D,2023-10-29 01:06:00,Female,36-45 years old,Doctor,"Public course,Practice course",1,3,1,2,3,Once a week,14231,5
3788,Surveyor B,Practice Course A,2023-10-29 01:07:00,Male,65+ years old,Freelancer,"Member club,Public course",1,3,2,1,2,2-3 times per month,21792,7
3789,Surveyor B,Practice Course A,2023-10-29 01:08:00,Female,26-35 years old,Engineer,Member club,3,1,3,1,3,Once a quarter,12346,3
3790,Surveyor C,Resort Golf Course E,2023-10-29 01:09:00,Male,56-65 years old,Doctor,"Public course,Resort course,Practice course",5,5,3,1,4,Several times per year,45806,5
3791,Surveyor A,Member Golf Club C,2023-10-29 01:10:00,Male,65+ years old,Sales Person,"Resort course,Public course,Member club",1,3,2,1,4,Once a month,29124,2
3792,Surveyor D,Practice Course A,2023-10-29 01:11:00,Female,26-35 years old,Business Executive,"Resort course,Public course,Practice course",5,1,3,4,5,Once a quarter,29048,5
3793,Surveyor A,Practice Course A,2023-10-29 01:12:00,Male,18-25 years old,Freelancer,"Resort course,Practice course",3,5,3,4,4,Once a quarter,26415,7
3794,Surveyor C,Public Golf Course D,2023-10-29 01:13:00,Female,26-35 years old,Civil Servant,"Member club,Practice course",5,3,3,5,4,Once a month,22511,10
3795,Surveyor D,Public Golf Course D,2023-10-29 01:14:00,Male,26-35 years old,Technical Professional,"Member club,Public course,Practice course",3,5,2,4,3,2-3 times per month,46666,7
3796,Surveyor D,Resort Golf Course E,2023-10-29 01:15:00,Male,65+ years old,Teacher,"Resort course,Member club",3,4,1,2,1,Once a quarter,17031,9
3797,Surveyor D,Member Golf Club C,2023-10-29 01:16:00,Male,18-25 years old,Retiree,"Member club,Practice course,Public course",4,4,3,4,2,Once a quarter,16215,3
3798,Surveyor C,Resort Golf Course E,2023-10-29 01:17:00,Male,36-45 years old,Freelancer,"Resort course,Public course",3,5,4,2,4,Several times per year,16851,8
3799,Surveyor A,Public Golf Course D,2023-10-29 01:18:00,Female,36-45 years old,Engineer,Public course,3,3,2,2,4,Once a month,38550,5
3800,Surveyor E,Member Golf Club C,2023-10-29 01:19:00,Male,18-25 years old,Lawyer,Public course,2,1,5,1,3,Several times per year,43068,7
3801,Surveyor D,Public Golf Course D,2023-10-29 01:20:00,Male,26-35 years old,Doctor,"Resort course,Member club",1,2,2,5,2,Once a week,6178,1
3802,Surveyor B,Public Golf Course D,2023-10-29 01:21:00,Female,18-25 years old,Engineer,"Public course,Practice course,Member club",4,1,1,1,3,2-3 times per month,7406,1
3803,Surveyor C,Resort Golf Course E,2023-10-29 01:22:00,Male,36-45 years old,Civil Servant,Member club,4,2,2,1,1,Once a week,24191,4
3804,Surveyor D,Practice Course B,2023-10-29 01:23:00,Male,36-45 years old,Civil Servant,"Practice course,Member club",4,2,5,4,3,Once a quarter,24148,5
3805,Surveyor C,Practice Course B,2023-10-29 01:24:00,Female,46-55 years old,Business Executive,"Member club,Practice course",2,3,4,4,2,2-3 times per month,36146,10
3806,Surveyor B,Resort Golf Course E,2023-10-29 01:25:00,Female,18-25 years old,Civil Servant,"Practice course,Resort course",3,5,5,2,2,Once a quarter,7724,3
3807,Surveyor D,Public Golf Course D,2023-10-29 01:26:00,Female,56-65 years old,Technical Professional,"Practice course,Public course",1,1,2,4,4,Once a quarter,40303,6
3808,Surveyor A,Public Golf Course D,2023-10-29 01:27:00,Female,26-35 years old,Civil Servant,"Resort course,Public course",5,5,5,4,1,Several times per year,15140,3
3809,Surveyor C,Public Golf Course D,2023-10-29 01:28:00,Male,65+ years old,Teacher,"Public course,Practice course,Resort course",3,4,2,3,5,Once a week,27684,5
3810,Surveyor D,Practice Course B,2023-10-29 01:29:00,Male,65+ years old,Sales Person,"Public course,Member club",2,3,4,2,4,Once a quarter,29240,1
3811,Surveyor D,Member Golf Club C,2023-10-29 01:30:00,Female,46-55 years old,Civil Servant,"Practice course,Resort course",3,3,4,2,3,Once a month,24530,3
3812,Surveyor C,Practice Course A,2023-10-29 01:31:00,Female,56-65 years old,Business Executive,"Public course,Resort course,Member club",3,4,1,3,3,2-3 times per month,27962,7
3813,Surveyor B,Resort Golf Course E,2023-10-29 01:32:00,Female,65+ years old,Lawyer,"Resort course,Public course",2,1,4,2,2,Once a month,6201,3
3814,Surveyor C,Resort Golf Course E,2023-10-29 01:33:00,Female,26-35 years old,Lawyer,"Practice course,Member club,Resort course",4,4,3,5,2,Several times per year,15011,5
3815,Surveyor E,Public Golf Course D,2023-10-29 01:34:00,Male,65+ years old,Business Executive,"Practice course,Member club,Resort course",4,1,5,5,2,Once a week,40657,7
3816,Surveyor A,Public Golf Course D,2023-10-29 01:35:00,Female,18-25 years old,Teacher,Member club,1,2,5,3,5,2-3 times per month,15551,2
3817,Surveyor B,Practice Course B,2023-10-29 01:36:00,Female,36-45 years old,Teacher,"Resort course,Practice course,Public course",1,3,2,4,5,Once a month,25606,3
3818,Surveyor A,Public Golf Course D,2023-10-29 01:37:00,Male,36-45 years old,Business Executive,"Practice course,Public course,Resort course",4,1,4,5,4,2-3 times per month,17664,4
3819,Surveyor A,Member Golf Club C,2023-10-29 01:38:00,Female,36-45 years old,Business Executive,"Practice course,Member club,Resort course",5,5,1,3,5,Once a quarter,9320,5
3820,Surveyor C,Resort Golf Course E,2023-10-29 01:39:00,Female,56-65 years old,Business Executive,"Public course,Practice course",3,5,1,5,2,Once a quarter,8088,9
3821,Surveyor E,Practice Course A,2023-10-29 01:40:00,Male,56-65 years old,Business Executive,Resort course,5,3,1,1,4,Once a month,46456,9
3822,Surveyor D,Public Golf Course D,2023-10-29 01:41:00,Male,56-65 years old,Freelancer,"Practice course,Resort course,Member club",3,4,3,3,4,2-3 times per month,47976,4
3823,Surveyor E,Member Golf Club C,2023-10-29 01:42:00,Male,46-55 years old,Freelancer,"Public course,Practice course",4,4,4,2,1,Several times per year,13664,9
3824,Surveyor B,Practice Course A,2023-10-29 01:43:00,Male,46-55 years old,Engineer,"Member club,Resort course,Practice course",1,1,1,5,5,Several times per year,47848,4
3825,Surveyor E,Practice Course B,2023-10-29 01:44:00,Male,56-65 years old,Teacher,Practice course,1,4,3,2,3,2-3 times per month,45693,2
3826,Surveyor A,Practice Course A,2023-10-29 01:45:00,Male,56-65 years old,Doctor,"Public course,Practice course",5,3,5,3,3,Several times per year,6160,10
3827,Surveyor D,Resort Golf Course E,2023-10-29 01:46:00,Male,65+ years old,Engineer,"Practice course,Resort course",1,1,2,5,1,2-3 times per month,15714,1
3828,Surveyor E,Member Golf Club C,2023-10-29 01:47:00,Male,46-55 years old,Sales Person,Public course,4,2,4,2,2,Once a week,9312,7
3829,Surveyor D,Resort Golf Course E,2023-10-29 01:48:00,Female,26-35 years old,Teacher,"Member club,Practice course",5,4,4,4,1,2-3 times per month,46155,4
3830,Surveyor E,Practice Course A,2023-10-29 01:49:00,Female,46-55 years old,Retiree,"Public course,Resort course",3,4,5,4,2,Several times per year,25845,8
3831,Surveyor D,Resort Golf Course E,2023-10-29 01:50:00,Male,65+ years old,Technical Professional,Public course,1,1,4,1,5,Once a month,24150,8
3832,Surveyor E,Practice Course A,2023-10-29 01:51:00,Male,26-35 years old,Retiree,"Resort course,Member club,Practice course",2,5,4,3,5,2-3 times per month,40215,8
3833,Surveyor B,Practice Course B,2023-10-29 01:52:00,Male,46-55 years old,Business Executive,"Member club,Resort course,Public course",1,4,4,2,4,Several times per year,27028,6
3834,Surveyor D,Resort Golf Course E,2023-10-29 01:53:00,Female,46-55 years old,Business Executive,"Member club,Resort course",3,3,4,1,4,Once a month,36309,9
3835,Surveyor C,Resort Golf Course E,2023-10-29 01:54:00,Male,65+ years old,Freelancer,"Resort course,Practice course",5,4,3,3,4,2-3 times per month,42077,4
3836,Surveyor A,Resort Golf Course E,2023-10-29 01:55:00,Female,46-55 years old,Freelancer,"Member club,Public course",3,2,3,4,4,Once a quarter,48348,5
3837,Surveyor D,Practice Course A,2023-10-29 01:56:00,Female,65+ years old,Retiree,Public course,2,4,2,2,3,Once a week,46078,4
3838,Surveyor A,Resort Golf Course E,2023-10-29 01:57:00,Female,36-45 years old,Retiree,"Practice course,Member club,Public course",4,5,4,5,4,Several times per year,41264,5
3839,Surveyor E,Resort Golf Course E,2023-10-29 01:58:00,Female,65+ years old,Technical Professional,Resort course,1,4,5,4,4,Several times per year,39484,2
3840,Surveyor E,Practice Course B,2023-10-29 01:59:00,Male,46-55 years old,Technical Professional,Public course,5,1,1,5,4,Once a month,32459,5
3841,Surveyor E,Public Golf Course D,2023-10-29 02:00:00,Female,26-35 years old,Doctor,"Public course,Resort course,Member club",4,4,2,5,2,2-3 times per month,26321,10
3842,Surveyor E,Resort Golf Course E,2023-10-29 02:01:00,Female,65+ years old,Technical Professional,"Resort course,Practice course",3,5,1,2,4,2-3 times per month,39440,8
3843,Surveyor E,Practice Course A,2023-10-29 02:02:00,Female,18-25 years old,Engineer,"Resort course,Member club",5,1,1,2,1,Several times per year,47162,9
3844,Surveyor B,Practice Course A,2023-10-29 02:03:00,Male,26-35 years old,Business Executive,Practice course,4,3,4,5,4,Several times per year,6455,7
3845,Surveyor A,Resort Golf Course E,2023-10-29 02:04:00,Male,36-45 years old,Business Executive,"Public course,Resort course,Member club",5,1,5,1,4,Once a quarter,19031,7
3846,Surveyor D,Practice Course B,2023-10-29 02:05:00,Female,56-65 years old,Retiree,"Practice course,Member club",2,2,1,5,3,2-3 times per month,27929,6
3847,Surveyor B,Practice Course A,2023-10-29 02:06:00,Male,65+ years old,Technical Professional,"Resort course,Member club",2,1,1,5,4,Once a month,37137,2
3848,Surveyor B,Member Golf Club C,2023-10-29 02:07:00,Male,65+ years old,Engineer,"Public course,Practice course,Resort course",1,3,2,2,2,Once a week,44794,10
3849,Surveyor B,Practice Course B,2023-10-29 02:08:00,Male,26-35 years old,Retiree,"Public course,Resort course",1,4,5,3,5,Once a week,34237,10
3850,Surveyor B,Practice Course B,2023-10-29 02:09:00,Male,36-45 years old,Civil Servant,Public course,2,1,5,4,4,Once a week,41746,9
3851,Surveyor B,Resort Golf Course E,2023-10-29 02:10:00,Male,36-45 years old,Teacher,"Public course,Resort course",5,1,1,2,4,Once a month,7471,5
3852,Surveyor A,Public Golf Course D,2023-10-29 02:11:00,Male,26-35 years old,Civil Servant,"Resort course,Practice course,Member club",2,1,5,1,4,Several times per year,46077,6
3853,Surveyor D,Practice Course A,2023-10-29 02:12:00,Male,18-25 years old,Sales Person,"Resort course,Practice course",1,1,2,4,3,Several times per year,5367,1
3854,Surveyor A,Resort Golf Course E,2023-10-29 02:13:00,Male,56-65 years old,Teacher,"Public course,Practice course,Resort course",2,3,2,2,5,Once a quarter,18417,5
3855,Surveyor D,Resort Golf Course E,2023-10-29 02:14:00,Female,26-35 years old,Sales Person,Practice course,2,5,2,2,3,Once a month,8374,6
3856,Surveyor B,Member Golf Club C,2023-10-29 02:15:00,Female,26-35 years old,Retiree,Practice course,5,5,4,3,3,Once a quarter,11773,10
3857,Surveyor B,Public Golf Course D,2023-10-29 02:16:00,Male,65+ years old,Freelancer,"Member club,Public course,Practice course",4,1,1,1,3,Once a month,19205,2
3858,Surveyor E,Resort Golf Course E,2023-10-29 02:17:00,Female,56-65 years old,Retiree,"Member club,Practice course",1,3,5,1,2,Once a month,41580,7
3859,Surveyor C,Practice Course A,2023-10-29 02:18:00,Female,18-25 years old,Sales Person,"Resort course,Public course",5,3,2,2,5,Once a quarter,27369,4
3860,Surveyor C,Public Golf Course D,2023-10-29 02:19:00,Female,65+ years old,Retiree,Member club,2,1,1,3,2,2-3 times per month,23581,5
3861,Surveyor A,Practice Course A,2023-10-29 02:20:00,Male,26-35 years old,Business Executive,"Practice course,Member club,Public course",2,2,1,2,2,Once a quarter,38668,3
3862,Surveyor A,Member Golf Club C,2023-10-29 02:21:00,Female,26-35 years old,Engineer,Member club,4,1,4,5,5,Once a quarter,21576,5
3863,Surveyor D,Public Golf Course D,2023-10-29 02:22:00,Female,18-25 years old,Business Executive,"Practice course,Member club,Public course",1,2,5,5,2,Once a week,7770,4
3864,Surveyor E,Practice Course B,2023-10-29 02:23:00,Male,26-35 years old,Freelancer,"Public course,Resort course,Practice course",1,1,5,3,5,Once a month,49308,10
3865,Surveyor D,Public Golf Course D,2023-10-29 02:24:00,Female,26-35 years old,Lawyer,Member club,3,2,2,2,4,Several times per year,42948,6
3866,Surveyor E,Practice Course A,2023-10-29 02:25:00,Female,56-65 years old,Doctor,"Practice course,Member club",1,2,2,3,3,Several times per year,44447,2
3867,Surveyor C,Resort Golf Course E,2023-10-29 02:26:00,Female,26-35 years old,Freelancer,Public course,4,1,1,2,2,Once a week,8606,3
3868,Surveyor C,Member Golf Club C,2023-10-29 02:27:00,Male,65+ years old,Technical Professional,"Public course,Member club",3,2,5,2,5,Several times per year,19678,10
3869,Surveyor E,Public Golf Course D,2023-10-29 02:28:00,Female,18-25 years old,Freelancer,"Public course,Practice course,Member club",3,4,5,5,1,Once a quarter,38025,1
3870,Surveyor D,Member Golf Club C,2023-10-29 02:29:00,Female,65+ years old,Engineer,"Public course,Resort course,Member club",2,5,2,4,2,Once a quarter,19388,7
3871,Surveyor A,Practice Course A,2023-10-29 02:30:00,Female,36-45 years old,Sales Person,"Practice course,Public course,Member club",2,3,3,1,2,Several times per year,22034,9
3872,Surveyor E,Practice Course A,2023-10-29 02:31:00,Male,56-65 years old,Doctor,"Public course,Practice course",1,2,1,1,5,Once a week,48278,2
3873,Surveyor E,Practice Course A,2023-10-29 02:32:00,Female,18-25 years old,Engineer,Member club,3,2,5,3,1,Several times per year,35920,7
3874,Surveyor E,Resort Golf Course E,2023-10-29 02:33:00,Female,18-25 years old,Teacher,"Resort course,Practice course,Member club",2,3,4,1,1,Once a month,40193,3
3875,Surveyor D,Practice Course B,2023-10-29 02:34:00,Female,46-55 years old,Business Executive,Resort course,4,2,4,5,4,Once a month,20011,5
3876,Surveyor A,Member Golf Club C,2023-10-29 02:35:00,Female,65+ years old,Business Executive,"Resort course,Public course,Member club",2,3,3,4,2,Once a quarter,37347,6
3877,Surveyor D,Practice Course B,2023-10-29 02:36:00,Male,18-25 years old,Business Executive,Public course,2,1,2,2,3,Once a month,36254,8
3878,Surveyor B,Practice Course B,2023-10-29 02:37:00,Female,18-25 years old,Retiree,"Practice course,Resort course,Public course",3,4,2,2,2,Several times per year,38165,4
3879,Surveyor B,Member Golf Club C,2023-10-29 02:38:00,Female,56-65 years old,Retiree,"Member club,Practice course,Public course",3,4,2,5,3,Once a quarter,16106,2
3880,Surveyor E,Practice Course A,2023-10-29 02:39:00,Male,26-35 years old,Freelancer,"Practice course,Public course,Member club",5,5,4,1,3,Once a quarter,26786,3
3881,Surveyor E,Practice Course B,2023-10-29 02:40:00,Female,46-55 years old,Doctor,"Public course,Practice course,Member club",4,2,2,2,5,2-3 times per month,21944,8
3882,Surveyor E,Member Golf Club C,2023-10-29 02:41:00,Female,36-45 years old,Teacher,Member club,3,5,4,1,2,Several times per year,13381,7
3883,Surveyor A,Public Golf Course D,2023-10-29 02:42:00,Male,46-55 years old,Teacher,"Member club,Public course,Practice course",1,1,3,5,5,Once a quarter,46164,6
3884,Surveyor A,Practice Course B,2023-10-29 02:43:00,Male,26-35 years old,Engineer,Member club,4,4,1,2,4,Once a week,16207,5
3885,Surveyor E,Practice Course A,2023-10-29 02:44:00,Male,26-35 years old,Technical Professional,"Practice course,Public course",4,1,5,3,3,Once a week,33715,5
3886,Surveyor A,Resort Golf Course E,2023-10-29 02:45:00,Male,65+ years old,Technical Professional,Public course,3,1,3,4,1,2-3 times per month,8371,1
3887,Surveyor C,Member Golf Club C,2023-10-29 02:46:00,Female,56-65 years old,Teacher,"Practice course,Public course,Resort course",4,2,4,1,3,Once a month,36359,6
3888,Surveyor E,Practice Course B,2023-10-29 02:47:00,Male,46-55 years old,Sales Person,Resort course,3,1,3,1,4,Once a week,40809,9
3889,Surveyor C,Practice Course A,2023-10-29 02:48:00,Male,36-45 years old,Technical Professional,"Public course,Member club,Practice course",2,4,5,1,3,Once a month,11844,8
3890,Surveyor D,Practice Course A,2023-10-29 02:49:00,Female,18-25 years old,Technical Professional,"Practice course,Member club",5,5,1,1,5,Once a quarter,47665,10
3891,Surveyor C,Member Golf Club C,2023-10-29 02:50:00,Male,56-65 years old,Freelancer,Resort course,2,4,5,5,2,2-3 times per month,26782,1
3892,Surveyor D,Public Golf Course D,2023-10-29 02:51:00,Female,26-35 years old,Technical Professional,"Public course,Member club",3,2,4,5,1,Once a quarter,41224,6
3893,Surveyor D,Practice Course A,2023-10-29 02:52:00,Female,46-55 years old,Lawyer,"Public course,Resort course",3,4,5,5,5,Several times per year,15876,3
3894,Surveyor E,Member Golf Club C,2023-10-29 02:53:00,Female,46-55 years old,Technical Professional,"Member club,Resort course,Public course",2,3,3,5,2,Several times per year,28331,6
3895,Surveyor E,Practice Course B,2023-10-29 02:54:00,Female,56-65 years old,Retiree,"Public course,Practice course,Resort course",1,5,2,2,1,Once a week,42174,9
3896,Surveyor D,Public Golf Course D,2023-10-29 02:55:00,Male,65+ years old,Freelancer,Resort course,1,3,3,5,4,Once a week,49559,6
3897,Surveyor A,Member Golf Club C,2023-10-29 02:56:00,Male,18-25 years old,Lawyer,"Practice course,Public course,Member club",1,3,4,2,3,Several times per year,18144,8
3898,Surveyor B,Member Golf Club C,2023-10-29 02:57:00,Female,65+ years old,Doctor,"Resort course,Practice course",3,2,1,3,1,Once a week,12649,6
3899,Surveyor C,Public Golf Course D,2023-10-29 02:58:00,Male,46-55 years old,Lawyer,Member club,4,1,5,5,4,Once a month,41645,6
3900,Surveyor D,Practice Course A,2023-10-29 02:59:00,Male,26-35 years old,Freelancer,Public course,3,3,1,3,2,Once a week,43419,7
3901,Surveyor B,Practice Course A,2023-10-29 03:00:00,Male,26-35 years old,Civil Servant,"Resort course,Public course,Practice course",4,4,4,5,1,Once a quarter,17818,10
3902,Surveyor E,Practice Course B,2023-10-29 03:01:00,Male,36-45 years old,Retiree,"Public course,Resort course,Practice course",2,1,5,3,4,Once a month,41880,4
3903,Surveyor E,Practice Course B,2023-10-29 03:02:00,Male,46-55 years old,Doctor,"Member club,Practice course,Public course",5,4,3,4,2,Once a quarter,36773,8
3904,Surveyor D,Resort Golf Course E,2023-10-29 03:03:00,Female,46-55 years old,Civil Servant,Public course,4,4,3,3,5,Several times per year,42333,4
3905,Surveyor A,Resort Golf Course E,2023-10-29 03:04:00,Male,36-45 years old,Business Executive,Practice course,1,1,4,2,3,Once a month,30130,7
3906,Surveyor D,Practice Course B,2023-10-29 03:05:00,Male,36-45 years old,Teacher,"Resort course,Practice course",3,1,5,1,4,2-3 times per month,31716,1
3907,Surveyor C,Public Golf Course D,2023-10-29 03:06:00,Female,65+ years old,Doctor,"Member club,Public course,Resort course",2,4,3,3,5,Once a week,42745,9
3908,Surveyor B,Resort Golf Course E,2023-10-29 03:07:00,Male,36-45 years old,Business Executive,Member club,1,2,4,1,2,Once a quarter,36297,10
3909,Surveyor A,Resort Golf Course E,2023-10-29 03:08:00,Male,56-65 years old,Technical Professional,Practice course,2,5,4,4,1,2-3 times per month,24062,9
3910,Surveyor D,Public Golf Course D,2023-10-29 03:09:00,Female,65+ years old,Lawyer,"Practice course,Resort course,Member club",5,5,1,4,3,Once a week,34492,7
3911,Surveyor C,Practice Course A,2023-10-29 03:10:00,Male,36-45 years old,Teacher,"Public course,Resort course,Member club",3,2,3,2,2,Several times per year,46543,8
3912,Surveyor C,Member Golf Club C,2023-10-29 03:11:00,Male,46-55 years old,Lawyer,"Public course,Practice course,Member club",3,1,5,2,4,Several times per year,26325,2
3913,Surveyor A,Practice Course A,2023-10-29 03:12:00,Male,26-35 years old,Teacher,"Public course,Member club,Practice course",5,4,3,3,3,Once a quarter,15188,10
3914,Surveyor C,Member Golf Club C,2023-10-29 03:13:00,Male,46-55 years old,Doctor,Practice course,3,5,3,5,5,Once a quarter,5841,10
3915,Surveyor C,Public Golf Course D,2023-10-29 03:14:00,Male,26-35 years old,Engineer,Public course,4,4,3,4,3,Once a week,15567,7
3916,Surveyor C,Resort Golf Course E,2023-10-29 03:15:00,Female,56-65 years old,Engineer,Member club,2,2,4,1,5,Once a quarter,41806,1
3917,Surveyor C,Public Golf Course D,2023-10-29 03:16:00,Male,18-25 years old,Business Executive,Member club,1,4,2,5,2,Several times per year,39572,3
3918,Surveyor D,Practice Course A,2023-10-29 03:17:00,Female,36-45 years old,Sales Person,"Public course,Practice course",5,2,2,4,1,Several times per year,13921,6
3919,Surveyor A,Public Golf Course D,2023-10-29 03:18:00,Male,26-35 years old,Lawyer,Resort course,4,1,1,3,3,Once a week,9349,5
3920,Surveyor B,Practice Course A,2023-10-29 03:19:00,Female,56-65 years old,Engineer,"Public course,Practice course",1,2,3,4,1,Once a quarter,14655,5
3921,Surveyor B,Public Golf Course D,2023-10-29 03:20:00,Female,18-25 years old,Retiree,"Public course,Member club,Practice course",1,2,2,2,1,Once a month,19879,9
3922,Surveyor C,Practice Course B,2023-10-29 03:21:00,Female,56-65 years old,Retiree,"Resort course,Public course,Practice course",5,5,1,1,3,Several times per year,9946,6
3923,Surveyor D,Practice Course A,2023-10-29 03:22:00,Female,65+ years old,Retiree,"Resort course,Public course,Member club",4,4,4,1,3,Once a quarter,48127,3
3924,Surveyor C,Member Golf Club C,2023-10-29 03:23:00,Female,65+ years old,Doctor,Member club,1,5,3,2,1,2-3 times per month,28502,2
3925,Surveyor C,Resort Golf Course E,2023-10-29 03:24:00,Female,46-55 years old,Doctor,"Resort course,Practice course",1,3,5,5,4,2-3 times per month,34493,9
3926,Surveyor D,Resort Golf Course E,2023-10-29 03:25:00,Female,46-55 years old,Retiree,"Practice course,Member club",4,2,4,2,4,Once a quarter,11657,10
3927,Surveyor E,Practice Course A,2023-10-29 03:26:00,Male,65+ years old,Doctor,"Practice course,Public course,Member club",3,3,1,1,3,2-3 times per month,18266,4
3928,Surveyor A,Practice Course B,2023-10-29 03:27:00,Female,56-65 years old,Engineer,Practice course,1,5,4,3,1,Once a month,11240,5
3929,Surveyor B,Resort Golf Course E,2023-10-29 03:28:00,Male,26-35 years old,Engineer,"Public course,Member club,Resort course",2,4,5,5,1,Once a week,26350,9
3930,Surveyor D,Practice Course B,2023-10-29 03:29:00,Male,65+ years old,Sales Person,"Resort course,Member club,Practice course",4,5,4,4,2,Once a week,47353,5
3931,Surveyor B,Member Golf Club C,2023-10-29 03:30:00,Female,18-25 years old,Civil Servant,"Resort course,Practice course",1,4,1,3,1,Once a week,21640,7
3932,Surveyor D,Resort Golf Course E,2023-10-29 03:31:00,Female,46-55 years old,Business Executive,"Member club,Practice course,Resort course",5,4,5,5,4,Once a month,37895,2
3933,Surveyor D,Public Golf Course D,2023-10-29 03:32:00,Male,18-25 years old,Technical Professional,"Public course,Member club,Practice course",2,1,5,1,2,Several times per year,47342,2
3934,Surveyor E,Public Golf Course D,2023-10-29 03:33:00,Male,56-65 years old,Business Executive,Practice course,1,2,4,1,4,Once a month,34851,4
3935,Surveyor C,Practice Course A,2023-10-29 03:34:00,Male,26-35 years old,Freelancer,Practice course,2,5,5,3,5,Once a quarter,16920,8
3936,Surveyor A,Resort Golf Course E,2023-10-29 03:35:00,Female,65+ years old,Civil Servant,Public course,2,4,4,5,3,Several times per year,19392,2
3937,Surveyor E,Practice Course B,2023-10-29 03:36:00,Male,46-55 years old,Doctor,"Practice course,Member club",3,5,3,4,5,Once a quarter,19917,10
3938,Surveyor B,Practice Course B,2023-10-29 03:37:00,Male,18-25 years old,Business Executive,"Resort course,Member club,Public course",2,5,5,4,3,Once a quarter,35643,7
3939,Surveyor A,Member Golf Club C,2023-10-29 03:38:00,Female,65+ years old,Civil Servant,"Member club,Practice course",3,4,4,2,4,Once a week,34227,1
3940,Surveyor C,Resort Golf Course E,2023-10-29 03:39:00,Male,46-55 years old,Freelancer,"Practice course,Member club,Resort course",4,3,3,3,4,2-3 times per month,28251,9
3941,Surveyor E,Practice Course B,2023-10-29 03:40:00,Male,26-35 years old,Technical Professional,"Public course,Practice course",3,2,5,5,5,Once a quarter,29238,10
3942,Surveyor D,Practice Course B,2023-10-29 03:41:00,Female,18-25 years old,Freelancer,"Member club,Public course",5,2,3,3,3,Once a month,32723,6
3943,Surveyor B,Resort Golf Course E,2023-10-29 03:42:00,Male,46-55 years old,Civil Servant,Resort course,1,1,5,4,3,Once a quarter,39973,1
3944,Surveyor E,Public Golf Course D,2023-10-29 03:43:00,Female,65+ years old,Civil Servant,"Resort course,Public course",4,1,1,5,2,2-3 times per month,33756,10
3945,Surveyor E,Resort Golf Course E,2023-10-29 03:44:00,Female,26-35 years old,Teacher,"Resort course,Public course,Member club",4,1,1,1,1,Several times per year,13513,6
3946,Surveyor A,Public Golf Course D,2023-10-29 03:45:00,Male,26-35 years old,Freelancer,"Resort course,Practice course",5,2,4,1,2,Once a week,48316,5
